"id","artists"
"5747","Imi Knoebel"
"5747","Jenny Holzer"
"5747","Kiki Smith"
"5747","Louise Lawler"
"5747","Matthew Barney"
"5747","Mona Hatoum"
"5747","Tatsuo Miyajima"
"5747","Vito Acconci"
"173467","Alberto Burri"
"173467","Anni Albers"
"173467","Cy Twombly"
"173467","Franz Kline"
"173467","Jasper Johns"
"173467","Lee Bontecou"
"173467","Robert Rauschenberg"
"154244","Louise Bourgeois"
"185891","Giorgio Morandi"
"185891","Jannis Kounellis"
"185891","Kiki Kogelnik"
"185891","Lynn Hershman Leeson"
"185891","Max Bill"
"187076","Andrea Zittel"
"187076","Andy Warhol"
"187076","Anthony Caro"
"187076","Barkley L. Hendricks"
"187076","Bill Viola"
"187076","Brassaï"
"187076","Carsten Höller"
"187076","Chris Ofili"
"187076","Cindy Sherman"
"187076","Damien Hirst"
"187076","Dan Flavin"
"187076","Daniel Buren"
"187076","David Smith"
"187076","Diego Perrone"
"187076","Donald Judd"
"187076","Duane Hanson"
"187076","El Lissitzky"
"187076","Felix Gonzalez-Torres"
"187076","Fred Sandback"
"187076","Gerhard Richter"
"187076","Giorgio Griffa"
"187076","Giuseppe Penone"
"187076","Henri Cartier-Bresson"
"187076","Janet Cardiff"
"187076","Jannis Kounellis"
"187076","Jean Dubuffet"
"187076","Jean-Michel Basquiat"
"187076","Jenny Holzer"
"187076","Joan Mitchell"
"187076","John Baldessari"
"187076","John Chamberlain"
"187076","John McCracken"
"187076","John McLaughlin"
"187076","Josiah McElheny"
"187076","Julie Mehretu"
"187076","Jumana Manna"
"187076","Lawrence Weiner"
"187076","Liam Gillick"
"187076","Lisa Yuskavage"
"187076","Lothar Baumgarten"
"187076","Louise Lawler"
"187076","Luc Tuymans"
"187076","Lygia Clark"
"187076","Mark Tobey"
"187076","Martin Kippenberger"
"187076","Nan Goldin"
"187076","Nick Cave"
"187076","Pablo Picasso"
"187076","Sam Francis"
"187076","Sarah Sze"
"187076","Simon Starling"
"187076","Thomas Ruff"
"187076","Thomas Struth"
"187076","Tony Cragg"
"187076","Vito Acconci"
"187076","William Kentridge"
"187076","Wolfgang Tillmans"
"187076","Yinka Shonibare"
"187332","Bruce Nauman"
"187332","John McCracken"
"187332","Marcel Duchamp"
"187332","On Kawara"
"187332","Robert Gober"
"187332","Sherrie Levine"
"187332","Thomas Ruff"
"515719","Judith Hopf"
"495980","Shirin Neshat"
"495980","Wolfgang Tillmans"
"165278","Lawrence Weiner"
"101081","Anselm Kiefer"
"101081","Bruce Nauman"
"101081","Carl Andre"
"101081","Donald Judd"
"101081","Eva Hesse"
"101081","Georg Baselitz"
"101081","Gerhard Richter"
"101081","Lawrence Weiner"
"101081","Max Beckmann"
"101081","Philip Guston"
"101081","Robert Ryman"
"5743","Lawrence Weiner"
"186360","Andy Warhol"
"186360","James Rosenquist"
"186360","Jasper Johns"
"186360","Ken Price"
"186819","Dieter Roth"
"186819","Janet Cardiff"
"186819","Lawrence Weiner"
"186819","Richard Tuttle"
"186819","Taryn Simon"
"188444","Felix Gonzalez-Torres"
"188444","Paul McCarthy"
"188444","Philippe Parreno"
"188864","Marina Abramovic"
"109328","John Hill"
"128299","Alex Katz"
"105020","Marina Abramović"
"105020","Mladen Stilinović"
"188638","Rainer Ganahl"
"482145","Victor Vasarely"
"435412","Arman"
"192085","Fernando Botero"
"253628","Albert Marquet"
"253628","Alexej von Jawlensky"
"253628","August Macke"
"253628","Ernst Ludwig Kirchner"
"253628","Gabriele Münter"
"253628","Georges Braque"
"253628","Henri Matisse"
"143745","Albert Marquet"
"143745","Alberto Burri"
"143745","Alberto Giacometti"
"143745","Amedeo Modigliani"
"143745","Andy Warhol"
"143745","Angelo Morbelli"
"143745","Arman"
"143745","Egon Schiele"
"143745","Emil Nolde"
"143745","Emilio Vedova"
"143745","Enzo Cucchi"
"143745","Felice Casorati"
"143745","Fernand Léger"
"143745","Fortunato Depero"
"143745","Francis Bacon"
"143745","Francis Picabia"
"143745","Francisco Goya"
"143745","Franz Kline"
"143745","Georges Braque"
"143745","Giacomo Balla"
"143745","Giacomo Manzù"
"143745","Giorgio Morandi"
"143745","Giorgio de Chirico"
"143745","Giulio Paolini"
"143745","Giuseppe Capogrossi"
"143745","Graham Sutherland"
"143745","Hans Hartung"
"143745","Jean Dubuffet"
"143745","Jean Fautrier"
"143745","Joan Miró"
"143745","Lucio Fontana"
"143745","Lyonel Feininger"
"143745","Man Ray"
"143745","Marc Chagall"
"143745","Max Ernst"
"143745","Medardo Rosso"
"143745","Mimmo Paladino"
"143745","Mimmo Rotella"
"143745","Pablo Picasso"
"143745","Paul Cézanne"
"143745","Paul Klee"
"143745","Piero Manzoni"
"143745","René Magritte"
"143745","Robert Delaunay"
"143745","Umberto Boccioni"
"143745","Wassily Kandinsky"
"143745","Willi Baumeister"
"143745","Yves Tanguy"
"48823","Albert Marquet"
"48823","Jan Dibbets"
"48823","Paula Modersohn-Becker"
"110502","Dan Graham"
"110502","Dennis Oppenheim"
"110502","Donald Judd"
"110502","Douglas Huebler"
"110502","Hans Haacke"
"110502","James Lee Byars"
"110502","Jan Dibbets"
"110502","John Baldessari"
"110502","Joseph Kosuth"
"110502","Lawrence Weiner"
"110502","Martha Rosler"
"110502","Robert Smithson"
"110502","Sol LeWitt"
"110502","Vito Acconci"
"150457","Albert Namatjira"
"150457","Tony Albert"
"517140","Albert Oehlen"
"517140","Bruce Nauman"
"517140","Cindy Sherman"
"517140","Damien Hirst"
"517140","Douglas Gordon"
"517140","Félix González-Torres"
"517140","Jason Rhoades"
"517140","Jeff Koons"
"517140","Julie Mehretu"
"517140","Klara Lidén"
"517140","Louise Lawler"
"517140","Martin Kippenberger"
"517140","Matthew Barney"
"517140","Mona Hatoum"
"517140","Nan Goldin"
"517140","Paul McCarthy"
"517140","Robert Gober"
"517140","Shilpa Gupta"
"517140","Sigmar Polke"
"517140","Thomas Struth"
"517140","Wolfgang Tillmans"
"519293","Albert Oehlen"
"519293","Alexander Calder"
"519293","Ali Cherri"
"519293","Auguste Rodin"
"519293","Bruce Nauman"
"519293","Etel Adnan"
"519293","Francesco Clemente"
"519293","Helen Frankenthaler"
"519293","Jean-Michel Basquiat"
"519293","Kiki Smith"
"519293","Léon Spilliaert"
"519293","Miquel Barceló"
"519293","Peter Doig"
"519293","Roy Lichtenstein"
"519293","Sigmar Polke"
"443140","Albert Oehlen"
"443140","Franz West"
"443140","Friedrich Kunath"
"443140","Jean Dubuffet"
"443140","Leiko Ikemura"
"443140","Tal R"
"484635","Albert Oehlen"
"484635","Franz West"
"315228","Adel Abdessemed"
"315228","Albert Oehlen"
"315228","Andy Warhol"
"315228","Christian Boltanski"
"315228","Cindy Sherman"
"315228","Damien Hirst"
"315228","Louise Bourgeois"
"315228","Marina Abramović"
"315228","Pierre Huyghe"
"315228","Rosemarie Trockel"
"315228","Wilhelm Sasnal"
"315228","Wolfgang Tillmans"
"315228","Zanele Muholi"
"321627","Albert Oehlen"
"321627","Hanne Darboven"
"321627","John Cage"
"321627","Marcel Duchamp"
"321627","Martin Creed"
"321627","Martin Kippenberger"
"321627","Nam June Paik"
"321627","Yoko Ono"
"321627","Yves Klein"
"255120","Albert Oehlen"
"255120","Edmund de Waal"
"255120","Louise Lawler"
"263857","Albert Oehlen"
"263857","Alighiero Boetti"
"263857","Bruno Munari"
"263857","David Smith"
"263857","Gerhard Richter"
"263857","Gian Lorenzo Bernini"
"263857","Jannis Kounellis"
"263857","Jenny Saville"
"263857","Luc Tuymans"
"263857","Lucio Fontana"
"263857","Martin Kippenberger"
"263857","Richard Prince"
"263857","Wade Guyton"
"251612","Albert Oehlen"
"251612","Andy Warhol"
"251612","Bruce Nauman"
"251612","Cy Twombly"
"251612","Damien Hirst"
"251612","Georg Baselitz"
"251612","Georg Herold"
"251612","Gerhard Richter"
"251612","Jean-Michel Basquiat"
"251612","Jeff Koons"
"251612","Joseph Beuys"
"251612","Jörg Immendorff"
"251612","Keith Haring"
"251612","Louise Lawler"
"251612","Martin Kippenberger"
"251612","Monika Baer"
"251612","Richard Avedon"
"251612","Rosemarie Trockel"
"251612","Sigmar Polke"
"251612","Wolfgang Tillmans"
"173758","Albert Oehlen"
"175055","Albert Oehlen"
"175055","Angela Bulloch"
"175055","Dieter Roth"
"175055","Günter Brus"
"175055","Hanne Darboven"
"175055","John Cage"
"175055","Marcel Duchamp"
"175055","Martin Creed"
"175055","Martin Kippenberger"
"175055","Nam June Paik"
"175055","Pipilotti Rist"
"175055","Stephen Prina"
"175055","Tony Conrad"
"175055","Wolfgang Tillmans"
"175055","Yoko Ono"
"175055","Yves Klein"
"155841","Albert Oehlen"
"155841","Bernard Buffet"
"155841","Isa Genzken"
"155841","Kazimir Malevich"
"155841","Lucio Fontana"
"155841","Maurizio Cattelan"
"155841","Richard Hamilton"
"138287","Albert Oehlen"
"138287","Amalia Ulman"
"138287","Danh Vo"
"138287","Douglas Gordon"
"138287","Haegue Yang"
"138287","Judith Hopf"
"138287","Jumana Manna"
"138287","Monika Baer"
"45349","Albert Oehlen"
"45349","Douglas Gordon"
"45349","Franz West"
"45349","Michelangelo Pistoletto"
"45349","Otto Muehl"
"45349","Sarah Lucas"
"45349","Urs Fischer"
"4065","Albert Oehlen"
"9576","Albert Oehlen"
"9576","Martin Kippenberger"
"105492","Albert Oehlen"
"105492","Asger Jorn"
"105492","Karel Appel"
"105492","Tal R"
"5708","Albert Oehlen"
"5708","Carl Andre"
"5708","Franz West"
"5708","James Lee Byars"
"5708","Joseph Beuys"
"5708","Lawrence Weiner"
"5708","Louise Lawler"
"5708","Mario Merz"
"5708","Martin Kippenberger"
"5708","Niele Toroni"
"5708","Richard Tuttle"
"5708","Wade Guyton"
"47778","Albert Oehlen"
"47778","Frank Gehry"
"105870","Agnes Martin"
"105870","Albert Oehlen"
"105870","Andy Warhol"
"105870","Bruce Nauman"
"105870","Cindy Sherman"
"105870","David Hammons"
"105870","Felix Gonzalez-Torres"
"105870","Gerhard Richter"
"105870","John Baldessari"
"105870","Louise Lawler"
"105870","Marlene Dumas"
"105870","Martin Kippenberger"
"105870","Paul McCarthy"
"105870","Sherrie Levine"
"105870","Sigmar Polke"
"105870","Thomas Houseago"
"105870","Vito Acconci"
"105870","Wangechi Mutu"
"9814","Albert Oehlen"
"9814","Andy Warhol"
"9814","Edward Ruscha"
"9814","John Baldessari"
"9814","Louise Lawler"
"9814","Richard Prince"
"9814","Robert Heinecken"
"9814","Sherrie Levine"
"9814","Wolfgang Tillmans"
"4439","Albert Oehlen"
"4439","Alberto Giacometti"
"4439","Giorgio Griffa"
"4439","Julian Schnabel"
"5961","Albert Oehlen"
"5961","Dan Graham"
"5961","Eva Hesse"
"5961","Kara Walker"
"5961","Sol LeWitt"
"6270","Albert Oehlen"
"6270","Chantal Akerman"
"6270","Gerhard Richter"
"6270","John Baldessari"
"6270","Judith Hopf"
"6270","Rosemarie Trockel"
"6270","Sarah Morris"
"6270","Taryn Simon"
"6270","Wade Guyton"
"5219","Albert Oehlen"
"5219","Louise Lawler"
"5219","Martin Kippenberger"
"1890","Albert Oehlen"
"1890","John Cage"
"1890","Stephen Prina"
"185630","Albert Oehlen"
"185630","Franz West"
"185630","Günther Förg"
"185630","Martin Kippenberger"
"185630","Nicolas Poussin"
"185630","Sigmar Polke"
"185639","Albert Oehlen"
"185639","Giorgio Griffa"
"185639","Olivier Mosset"
"185650","Albert Oehlen"
"29401","Albert Oehlen"
"29473","Albert Oehlen"
"185698","Albert Oehlen"
"185698","Dan Graham"
"185848","Albert Oehlen"
"31248","Albert Oehlen"
"31408","Albert Oehlen"
"186383","Albert Oehlen"
"186383","Francesco Vezzoli"
"186383","Kaspar Müller"
"187790","Albert Oehlen"
"187790","Rosemarie Trockel"
"111489","Albert Oehlen"
"111489","Asger Jorn"
"111489","Daniel Richter"
"111489","Francis Bacon"
"41494","Albert Oehlen"
"41494","Salvador Dalí"
"398296","Albert Renger-Patzsch"
"398296","Erich Salomon"
"398296","Karl Blossfeldt"
"398296","Margaret Bourke-White"
"299850","Albert Renger-Patzsch"
"211204","Albert Renger-Patzsch"
"211204","Karl Blossfeldt"
"211204","Walker Evans"
"137966","Albert Renger-Patzsch"
"137966","George Grosz"
"137966","John Heartfield"
"137966","Karl Blossfeldt"
"137966","Käthe Kollwitz"
"137966","László Moholy-Nagy"
"137966","Max Beckmann"
"137966","Otto Dix"
"92598","Albert Renger-Patzsch"
"1904","Albert Renger-Patzsch"
"1904","Bruce Nauman"
"1904","Dan Graham"
"1904","Dieter Roth"
"1904","Franz West"
"1904","Günther Förg"
"1904","Isa Genzken"
"1904","Marcel Broodthaers"
"1904","Max Ernst"
"1904","Rainer Ganahl"
"1904","Sigmar Polke"
"1904","Simone Forti"
"2207","Albert Renger-Patzsch"
"2207","Andreas Gursky"
"2207","Berenice Abbott"
"2207","Brassaï"
"2207","David Weiss"
"2207","Doug Aitken"
"2207","Elina Brotherus"
"2207","Hiroshi Sugimoto"
"2207","Irving Penn"
"2207","Karl Blossfeldt"
"2207","Lothar Baumgarten"
"2207","Luisa Lambri"
"2207","Manuel Álvarez Bravo"
"2207","Nan Goldin"
"2207","Seydou Keïta"
"2207","Simon Starling"
"2207","Thomas Ruff"
"2207","Tina Modotti"
"2207","Wolfgang Tillmans"
"414805","Hito Steyerl"
"366535","Sigmar Polke"
"189383","Dominique Gonzalez-Foerster"
"54397","Wolfgang Tillmans"
"219897","Robert Barry"
"542354","Jimmie Durham"
"542354","Takis"
"513197","Isaac Julien"
"513197","Kara Walker"
"513197","Robert Morris"
"513197","Wangechi Mutu"
"513197","Yto Barrada"
"486628","Anne Hardy"
"465406","Lorna Simpson"
"402664","Anne Hardy"
"386379","Xaviera Simmons"
"386379","Zineb Sedira"
"382725","Nina Beier"
"361960","Tracey Emin"
"296620","Xaviera Simmons"
"296620","Zineb Sedira"
"386291","Ana Mendieta"
"386291","Joan Jonas"
"318300","Katja Novitskova"
"318300","Maria Thereza Alves"
"318300","Mark Dion"
"187268","Hélio Oiticica"
"187268","Paweł Althamer"
"188529","Agnes Martin"
"188529","Alex Katz"
"188529","Eija-Liisa Ahtila"
"188529","Enzo Cucchi"
"188529","Ernesto Neto"
"188529","Fiona Tan"
"188529","Matthew Smith"
"188529","Peter Halley"
"188529","Wolfgang Tillmans"
"188529","Zhang Huan"
"189058","Cao Fei"
"189058","Chris Burden"
"189058","Doug Aitken"
"189058","Janet Cardiff"
"189058","Jaume Plensa"
"189058","Joan Jonas"
"189058","Jorge Pardo"
"189058","Julian Schnabel"
"189058","Laura Lima"
"189058","Liam Gillick"
"189058","Louis Soutter"
"189058","Marina Abramovic"
"189058","Shilpa Gupta"
"189058","Valie Export"
"509744","Alberto Burri"
"509744","Alex Katz"
"509744","Alexander Calder"
"509744","Bridget Riley"
"509744","Georg Baselitz"
"509744","Getulio Alviani"
"509744","Ion Grigorescu"
"509744","Jasper Johns"
"509744","Luis Camnitzer"
"509744","Meret Oppenheim"
"509744","Pablo Picasso"
"509744","Sheila Hicks"
"509744","Sol LeWitt"
"509744","Victor Vasarely"
"509744","Wifredo Lam"
"483728","Alberto Burri"
"483728","Enrico Castellani"
"483728","Kazuo Shiraga"
"483728","Kimsooja"
"483728","Lucio Fontana"
"483728","Piero Manzoni"
"483728","Sadamasa Motonaga"
"483728","Yayoi Kusama"
"449217","Alberto Burri"
"449217","Carla Accardi"
"449217","Emilio Vedova"
"449217","Giuseppe Penone"
"449217","Jannis Kounellis"
"449217","Lucio Fontana"
"449217","Mimmo Rotella"
"449217","Piero Manzoni"
"409992","Alberto Burri"
"409992","Alighiero Boetti"
"409992","Daniel Spoerri"
"409992","Joseph Beuys"
"409992","Joseph Kosuth"
"409992","Mimmo Paladino"
"409992","Richard Long"
"359566","Alberto Burri"
"359566","Claude Viallat"
"359566","Lawrence Weiner"
"359566","Robert Mapplethorpe"
"359566","Robert Morris"
"359566","Tracey Emin"
"359566","Zanele Muholi"
"280708","Alberto Burri"
"280708","Alighiero Boetti"
"280708","Carla Accardi"
"280708","Cy Twombly"
"280708","Dadamaino"
"280708","Enrico Castellani"
"280708","Fabio Mauri"
"280708","Gastone Novelli"
"280708","Jannis Kounellis"
"280708","Lucio Fontana"
"280708","Mario Schifano"
"280708","Mimmo Rotella"
"280708","Piero Manzoni"
"260560","Alberto Burri"
"260560","Enrico Castellani"
"260560","Fausto Melotti"
"260560","Georges Mathieu"
"260560","Hans Hartung"
"260560","Lucio Fontana"
"260560","Marc Chagall"
"260560","Michelangelo Pistoletto"
"260560","Tom Wesselmann"
"226307","Alberto Burri"
"226307","Fabio Mauri"
"226307","Franz Kline"
"226307","Giovanni Anselmo"
"226307","Janet Cardiff"
"226307","Nalini Malani"
"226307","Pierre Huyghe"
"226307","William Kentridge"
"209880","Alberto Burri"
"209880","Alberto Giacometti"
"209880","Anish Kapoor"
"209880","Anselm Kiefer"
"209880","Antoni Tàpies"
"209880","Asger Jorn"
"209880","Auguste Rodin"
"209880","Carol Rama"
"209880","Gastone Novelli"
"209880","Jean Dubuffet"
"209880","Jean Fautrier"
"209880","Karel Appel"
"209880","Lucio Fontana"
"209880","Medardo Rosso"
"209880","Piero Manzoni"
"209880","Thomas Ruff"
"209880","Urs Fischer"
"175518","Alberto Burri"
"143938","Alberto Burri"
"143938","Arnulf Rainer"
"143938","Atsuko Tanaka"
"143938","Emilio Vedova"
"143938","Georges Mathieu"
"143938","Karel Appel"
"143938","Kazuo Shiraga"
"143938","Lee Krasner"
"143938","Mimmo Paladino"
"143938","Per Kirkeby"
"143938","Sam Francis"
"143938","lucio Fontana"
"140979","Alberto Burri"
"140979","Alexander Calder"
"140979","Brion Gysin"
"140979","Cildo Meireles"
"140979","Dadamaino"
"140979","Doug Aitken"
"140979","Ernesto Neto"
"140979","Hans Haacke"
"140979","Heinz Mack"
"140979","Lucio Fontana"
"140979","Lygia Pape"
"140979","Marcel Broodthaers"
"140979","Nam June Paik"
"140979","Otto Piene"
"140979","Paolo Scheggi"
"140979","Robert Barry"
"83435","Alberto Burri"
"83435","Alexander Calder"
"83435","Alexej von Jawlensky"
"83435","Alfredo Volpi"
"83435","Alighiero Boetti"
"83435","André Cadere"
"83435","Andy Warhol"
"83435","Anish Kapoor"
"83435","Arman"
"83435","Asger Jorn"
"83435","Atsuko Tanaka"
"83435","Bas Jan Ader"
"83435","Carla Accardi"
"83435","Carlos Cruz-Diez"
"83435","Damien Hirst"
"83435","Dan Flavin"
"83435","David Hammons"
"83435","Donald Judd"
"83435","Edvard Munch"
"83435","Ellsworth Kelly"
"83435","Enrico Castellani"
"83435","Etel Adnan"
"83435","Ettore Spalletti"
"83435","Felice Casorati"
"83435","Fortunato Depero"
"83435","Francis Picabia"
"83435","Franz Erhard Walther"
"83435","Gabriele Münter"
"83435","Gerhard Richter"
"83435","Giacomo Balla"
"83435","Gilberto Zorio"
"83435","Giorgio Griffa"
"83435","Giovanni Anselmo"
"83435","Giulio Paolini"
"83435","Gustav Metzger"
"83435","Hans Richter"
"83435","Henri Matisse"
"83435","Hilma af Klint"
"83435","Hito Steyerl"
"83435","Hélio Oiticica"
"83435","Irma Blank"
"83435","James Turrell"
"83435","Jim Lambie"
"83435","Johannes Itten"
"83435","John Baldessari"
"83435","Josef Albers"
"83435","Karel Appel"
"83435","Katharina Fritsch"
"83435","Lawrence Weiner"
"83435","Liam Gillick"
"83435","Liu Wei"
"83435","Lucio Fontana"
"83435","Mario Schifano"
"83435","Mark Rothko"
"83435","Mel Bochner"
"83435","Michelangelo Pistoletto"
"83435","Mikalojus Konstantinas Čiurlionis"
"83435","Olafur Eliasson"
"83435","Paul Guiragossian"
"83435","Paul Klee"
"83435","Piero Gilardi"
"83435","Piet Mondrian"
"83435","Robert Barry"
"83435","Sigmar Polke"
"83435","Simon Starling"
"83435","Sonia Delaunay"
"83435","Thomas Ruff"
"83435","Tony Cragg"
"83435","Walid Raad"
"83435","Wassily Kandinsky"
"83435","Wolfgang Laib"
"83435","Yves Klein"
"105075","Alberto Burri"
"185000","Alberto Burri"
"185000","Alberto Giacometti"
"185000","Asger Jorn"
"185000","Emilio Scanavino"
"185000","Francis Bacon"
"185000","Giuseppe Capogrossi"
"185000","Graham Sutherland"
"185000","Henry Moore"
"185000","Karel Appel"
"185000","Leonardo da Vinci"
"185000","Lucio Fontana"
"57841","Agnes Martin"
"57841","Alberto Burri"
"57841","Chris Burden"
"57841","Kazuo Shiraga"
"57841","Louise Bourgeois"
"57841","Luciano Fabro"
"57841","Mark Dion"
"57841","Paul McCarthy"
"57841","Sophie Calle"
"57841","Yayoi Kusama"
"57841","Yves Klein"
"105980","Alberto Burri"
"105980","James Rosenquist"
"105980","Roy Lichtenstein"
"185475","Alberto Burri"
"185475","Lucio Fontana"
"2417","Alberto Burri"
"185482","Alberto Burri"
"185482","John Baldessari"
"185482","Julie Mehretu"
"185482","Richard Hamilton"
"185482","William Kentridge"
"106391","Alberto Burri"
"106391","Doris Salcedo"
"106391","Pablo Picasso"
"106391","Piet Mondrian"
"185902","Alberto Burri"
"185922","Alberto Burri"
"185922","Alighiero Boetti"
"185922","Dadamaino"
"185922","Enrico Castellani"
"185922","Lucio Fontana"
"185922","Michelangelo Pistoletto"
"185922","Paolo Scheggi"
"185922","Piero Manzoni"
"186654","Alberto Burri"
"186654","Louise Nevelson"
"186654","Rossella Biscotti"
"187604","Alberto Burri"
"187604","Cy Twombly"
"187604","Franz Kline"
"187604","Jeff Koons"
"187604","Lucio Fontana"
"187604","Willem de Kooning"
"187705","Alberto Burri"
"187705","Enrico Castellani"
"42157","Alberto Casado"
"469013","Jimmie Durham"
"327499","Bruna Esposito"
"327499","Jimmie Durham"
"327499","Luca Vitone"
"327499","Maria Thereza Alves"
"327499","Michelangelo Pistoletto"
"327499","Pedro Cabrita Reis"
"303632","Joel Sternfeld"
"303632","Tony Cragg"
"230175","Barbara Kruger"
"230175","Cao Fei"
"230175","David Hammons"
"230175","Flavio Favelli"
"230175","Hiwa K"
"230175","Jeremy Deller"
"230175","Jimmie Durham"
"230175","Kendell Geers"
"230175","Kimsooja"
"230175","Martin Creed"
"230175","Monica Bonvicini"
"230175","Rosa Barba"
"230175","Thomas Hirschhorn"
"197552","Alison Knowles"
"197552","Bruce Nauman"
"197552","Cao Fei"
"197552","Carsten Höller"
"197552","Christian Boltanski"
"197552","Danh Vo"
"197552","Daniel Spoerri"
"197552","Diego Perrone"
"197552","Dominique Gonzalez-Foerster"
"197552","Etel Adnan"
"197552","Faith Ringgold"
"197552","Felix Gonzalez-Torres"
"197552","Francesco Vezzoli"
"197552","Franco Vaccari"
"197552","Franz West"
"197552","Gianfranco Baruchello"
"197552","James Lee Byars"
"197552","Lawrence Weiner"
"197552","Luigi Ontani"
"197552","Luis Camnitzer"
"197552","Martha Rosler"
"197552","Maurizio Cattelan"
"197552","Philippe Parreno"
"197552","Rirkrit Tiravanija"
"197552","Ugo La Pietra"
"197552","Wolfgang Tillmans"
"197552","Yoko Ono"
"184736","Anish Kapoor"
"184736","Antony Gormley"
"184736","Axel Vervoordt"
"184736","Hilma af Klint"
"184736","Marina Abramović"
"102600","Thomas Struth"
"49658","Alfredo Jaar"
"49658","Allan McCollum"
"49658","Jim Dine"
"49658","Lawrence Weiner"
"185524","Dan Graham"
"185524","Daniel Buren"
"185524","Roman Signer"
"106449","Gerhard Richter"
"106449","Giulio Paolini"
"106449","Jannis Kounellis"
"106449","John Cage"
"106449","Luciano Fabro"
"106449","Michelangelo Pistoletto"
"186251","Dan Graham"
"186251","Daniel Buren"
"186527","Alighiero Boetti"
"186527","Anish Kapoor"
"186527","Carla Accardi"
"186527","Dan Graham"
"186527","Daniel Buren"
"186527","David Maljkovic"
"186527","Ettore Sottsass"
"186527","Ettore Spalletti"
"186527","Giorgio Griffa"
"186527","Giovanni Anselmo"
"186527","Giulio Paolini"
"186527","Jan Fabre"
"186527","Jota Castro"
"186527","Julia Margaret Cameron"
"186527","Luciano Fabro"
"186527","Luigi Ontani"
"186527","Maurizio Cattelan"
"186527","Michelangelo Pistoletto"
"186527","Mimmo Jodice"
"186527","Monica Bonvicini"
"186527","Paolo Icaro"
"186527","Peter Halley"
"186527","Piero Gilardi"
"186527","Richard Long"
"186527","Robert Barry"
"186527","Vanessa Beecroft"
"186632","Daniel Buren"
"186632","Öyvind Fahlström"
"187166","Jeff Koons"
"187166","Ken Price"
"187166","Robert Gober"
"111350","Giulio Paolini"
"111350","Joseph Kosuth"
"111350","Mona Hatoum"
"111350","Olafur Eliasson"
"111350","Rirkrit Tiravanija"
"111350","Tania Bruguera"
"547410","Alberto Giacometti"
"525566","Alberto Giacometti"
"525566","Paula Rego"
"509553","Alberto Giacometti"
"509553","John Cage"
"439112","Alberto Giacometti"
"439112","Alexej von Jawlensky"
"439112","Edvard Munch"
"439112","Emil Nolde"
"439112","Ernst Ludwig Kirchner"
"439112","James Ensor"
"439112","Karel Appel"
"439112","Max Beckmann"
"439112","Oskar Schlemmer"
"439112","Pablo Picasso"
"439112","Vincent van Gogh"
"426187","Alberto Giacometti"
"426187","Ana Mendieta"
"426187","Andy Warhol"
"426187","Antony Gormley"
"426187","Bruce Nauman"
"426187","Cindy Sherman"
"426187","Damien Hirst"
"426187","George Segal"
"426187","Ho Tzu Nyen"
"426187","Lee Bul"
"426187","Louise Bourgeois"
"426187","Mario Botta"
"426187","Matthew Barney"
"426187","Nam June Paik"
"426187","Rebecca Horn"
"426187","Shirin Neshat"
"426187","Yves Klein"
"426187","Zhang Huan"
"424110","Alberto Giacometti"
"424110","Alice Rahon"
"424110","André Masson"
"424110","Dora Maar"
"424110","Dorothea Tanning"
"424110","Giorgio de Chirico"
"424110","Hans Bellmer"
"424110","Jiří Kolář"
"424110","Joan Miró"
"424110","Leonora Carrington"
"424110","Man Ray"
"424110","Marcel Duchamp"
"424110","Meret Oppenheim"
"424110","Pablo Picasso"
"424110","Paul Delvaux"
"424110","René Magritte"
"424110","Salvador Dalí"
"424110","Toyen"
"424110","Victor Brauner"
"424110","Wifredo Lam"
"424110","Yves Tanguy"
"421693","Alberto Giacometti"
"421693","André Masson"
"301156","Alberto Giacometti"
"301156","Alexander Calder"
"301156","Fernand Léger"
"301156","Henri Matisse"
"301156","Joan Miró"
"301156","Julio González"
"301156","László Moholy-Nagy"
"301156","Max Ernst"
"301156","Pablo Picasso"
"301156","René Magritte"
"301156","Victor Brauner"
"301156","Wassily Kandinsky"
"301156","Wifredo Lam"
"291570","Alberto Giacometti"
"291570","Cy Twombly"
"291570","Fabio Mauri"
"291570","Fortunato Depero"
"291570","Louise Bourgeois"
"291570","Willem de Kooning"
"251674","Alberto Giacometti"
"218890","Alberto Giacometti"
"218890","Allen Ruppersberg"
"218890","Andy Warhol"
"218890","Félix González-Torres"
"218890","Henri Michaux"
"218890","Martha Rosler"
"218890","Maurizio Nannucci"
"218890","Thomas Hirschhorn"
"174235","Alberto Giacometti"
"174236","Alberto Giacometti"
"194462","Alberto Giacometti"
"194462","Diana Al-Hadid"
"194462","Martha Rosler"
"176916","Alberto Giacometti"
"176916","Anselm Kiefer"
"176916","Auguste Rodin"
"176916","Dan Graham"
"176916","Edouard Manet"
"176916","Francis Bacon"
"176916","Max Beckmann"
"176916","Rebecca Horn"
"176916","Thomas Hirschhorn"
"176916","Umberto Boccioni"
"176916","William Kentridge"
"176915","Alberto Giacometti"
"176915","Anselm Kiefer"
"176915","Auguste Rodin"
"176915","Francis Bacon"
"176915","James Turrell"
"176915","Max Beckmann"
"176915","Thomas Hirschhorn"
"176915","Umberto Boccioni"
"176915","William Kentridge"
"177210","Alberto Giacometti"
"163568","Alberto Giacometti"
"163568","Anselm Kiefer"
"163568","Barbara Hepworth"
"163568","David Smith"
